# Model:              test dfgsj
# Version:            hsi 0.0.1
# Date:               Jan 23 2021, 07:14
# Wavelengths:        100
# Base vectors:       5
# Test spectra:       16
# Test shape:         (100, 4, 4)
# Table:              Base vector parameters
# Base                    Label                     Weight                    Lower bound               Upper bound
0                         HHB                       0.005                     0                         0.05
1                         O2Hb                      0.005                     0                         0.05
2                         Water                     0.7                       0                         1
3                         Fat                       0.7                       0                         1
4                         Melanin                   0.025                     0                         0.05
# Table:              Spectral data
# Wavelength [nm]         Base 0                    Base 1                    Base 2                    Base 3                    Base 4                    Spec 0                    Spec 1                    Spec 2                    Spec 3                    Spec 4                    Spec 5                    Spec 6                    Spec 7                    Spec 8                    Spec 9                    Spec 10                   Spec 11                   Spec 12                   Spec 13                   Spec 14                   Spec 15
630                       0.557939                  0.469837                  0.455494                  0.446066                  0.611513339297103         0.557939                  0.469837                  0.721273                  0.649919                  0.455494                  0.446066                  0.611513339297103         0.753000481483348         0.893656                  0.808674                  0.676525                  0.704693                  0.684734                  0.715896                  0.665456                  0.690699
635                       0.55345825347171          0.465603254343717         0.456023454585369         0.446750042667966         0.606840331993735         0.55345825347171          0.465603254343717         0.71244331241841          0.642320394152614         0.456023454585369         0.446750042667966         0.606840331993735         0.745955791301349         0.881897933158044         0.797461589821762         0.667987554658829         0.695883523676986         0.675522258728038         0.707160110613202         0.657386270332273         0.682093313716476
640                       0.549193                  0.462426                  0.456586                  0.447747                  0.602357                  0.549193                  0.462426                  0.704472                  0.635279                  0.456586                  0.447747                  0.602357                  0.739034                  0.87093                   0.787344                  0.660596                  0.688239                  0.667869                  0.699165                  0.650176                  0.674372
645                       0.544195104815737         0.459837190019238         0.457069646189144         0.448385794571389         0.598022470552312         0.544195104815737         0.459837190019238         0.69741900785135          0.628165070831653         0.457069646189144         0.448385794571389         0.598022470552312         0.732070788135558         0.860704609394622         0.778683434208993         0.653906746835819         0.681793107842456         0.661482918566239         0.691261428796625         0.643117128633802         0.667559057288256
650                       0.539411                  0.45758                   0.457882                  0.448463                  0.593829                  0.539411                  0.45758                   0.690654                  0.621971                  0.457882                  0.448463                  0.593829                  0.725143                  0.851057                  0.770544                  0.647903                  0.675507                  0.655712                  0.683988                  0.636666                  0.661431
655                       0.535838077265342         0.45555936057933          0.459326835658055         0.448047529046479         0.589775150731628         0.535838077265342         0.45555936057933          0.683644906176189         0.617551697520774         0.459326835658055         0.448047529046479         0.589775150731628         0.718364836611973         0.841739379263468         0.762163423342268         0.642627207997894         0.668564169953193         0.650107817007006         0.677918049200296         0.63136884013252          0.655711082130499
660                       0.532783                  0.454116                  0.460773                  0.44783                   0.585851580179778         0.532783                  0.454116                  0.676943                  0.61359                   0.460773                  0.44783                   0.585851580179778         0.711758762161075         0.832289                  0.754772                  0.637932                  0.66211                   0.645397                  0.672576                  0.626967                  0.650157
665                       0.529385086122894         0.453511367663441         0.461566636178637         0.448365589242696         0.582046969538039         0.529385086122894         0.453511367663441         0.671035117443895         0.60875488908525          0.461566636178637         0.448365589242696         0.582046969538039         0.705324306629639         0.822451373551506         0.749392372421933         0.633623921172605         0.657241087344773         0.642113438405737         0.667332999402189         0.622987510836119         0.644617239189746
670                       0.525805                  0.453254                  0.461898                  0.449046                  0.57835                   0.525805                  0.453254                  0.665067                  0.603832                  0.461898                  0.449046                  0.57835                   0.699061                  0.81302                   0.744224                  0.629515                  0.652897                  0.638845                  0.661996                  0.618905                  0.639269
675                       0.522385953243081         0.452846043766905         0.462186869627396         0.449111613982739         0.574751015755589         0.522385953243081         0.452846043766905         0.658240749048231         0.599795121138226         0.462186869627396         0.449111613982739         0.574751015755589         0.692968844633334         0.804670251530508         0.737528586969998         0.625503107311685         0.647885855667714         0.634311554370047         0.656608703190946         0.614434366523006         0.634299461110517
680                       0.51918                   0.452517                  0.462927                  0.448361                  0.571247012980099         0.51918                   0.452517                  0.651325                  0.596254                  0.462927                  0.448361                  0.571247012980099         0.687049732406171         0.796557                  0.73064                   0.621824                  0.642647                  0.629707                  0.651726                  0.610304                  0.629607
685                       0.51614810090478          0.45256320726894          0.46445226031178          0.446935454826348         0.567836650845162         0.51614810090478          0.45256320726894          0.645206636363182         0.592670501361847         0.46445226031178          0.446935454826348         0.567836650845162         0.681306027573885         0.787864620326464         0.725157654698074         0.618753524580654         0.637916614984372         0.626474469114077         0.647804937834027         0.607237148071859         0.625146541368187
690                       0.513178                  0.452821                  0.466383                  0.445789                  0.564518588522412         0.513178                  0.452821                  0.639679                  0.589279                  0.466383                  0.445789                  0.564518588522412         0.675740094391846         0.779416                  0.720671                  0.61639                   0.633987                  0.62458                   0.6444                    0.604923                  0.621388
695                       0.510197768137797         0.453073752157337         0.468296464125484         0.445716191711869         0.56129148518348          0.510197768137797         0.453073752157337         0.634310580499041         0.586372748414388         0.468296464125484         0.445716191711869         0.56129148518348          0.670354297115427         0.772057142163637         0.716481669237705         0.614747919365699         0.630920184394796         0.623568569173647         0.641028420472948         0.602900916189557         0.618647123416736
700                       0.50737                   0.453353                  0.470311                  0.446061                  0.558154                  0.50737                   0.453353                  0.628864                  0.583708                  0.470311                  0.446061                  0.558154                  0.665151                  0.765088                  0.71275                   0.613684                  0.628301                  0.622778                  0.637961                  0.601145                  0.616108
705                       0.504806326544032         0.453801909101714         0.472723383186282         0.446069903326175         0.555099457389647         0.504806326544032         0.453801909101714         0.623286291640655         0.581044379980602         0.472723383186282         0.446069903326175         0.555099457389647         0.660123800140692         0.757797311018988         0.709809418351105         0.613054922956552         0.625802022436442         0.621788879191336         0.635592630274182         0.599787687169913         0.613049964964869
710                       0.50218                   0.454762                  0.476003                  0.44605                   0.55209984275427          0.50218                   0.454762                  0.618068                  0.578692                  0.476003                  0.44605                   0.55209984275427          0.655231225991652         0.750975                  0.707827                  0.612875                  0.623924                  0.62136                   0.634061                  0.59916                   0.610265
715                       0.499174175686074         0.456399736435807         0.480523253129387         0.446529194983432         0.549121806741757         0.499174175686074         0.456399736435807         0.613484627938337         0.576943981663206         0.480523253129387         0.446529194983432         0.549121806741757         0.650423038846786         0.74537898876041          0.706772157357874         0.613217763808096         0.623217600859437         0.622282539061008         0.633387933430325         0.59946371013079          0.608639516723789
720                       0.49595                   0.457983                  0.486101                  0.447858                  0.546132                  0.49595                   0.457983                  0.608408                  0.575475                  0.486101                  0.447858                  0.546132                  0.645649                  0.740138                  0.70599                   0.614236                  0.623605                  0.624299                  0.633389                  0.600185                  0.607925
725                       0.492835970711671         0.458866520155059         0.492448979296172         0.450112066740098         0.543116165697227         0.492835970711671         0.458866520155059         0.602058696605995         0.573913318366574         0.492448979296172         0.450112066740098         0.543116165697227         0.640879940222202         0.734552483939373         0.705041827217398         0.616069146811066         0.62480944912581          0.626950589564632         0.633975511004517         0.600850472306928         0.607685218139975
730                       0.490352                  0.459651                  0.49942                   0.452445                  0.540136417083022         0.490352                  0.459651                  0.596456                  0.57232                   0.49942                   0.452445                  0.540136417083022         0.636170968192317         0.730239                  0.704978                  0.618724                  0.626387                  0.630022                  0.635648                  0.601864                  0.607868
735                       0.489180691467243         0.461077682943957         0.506609954685927         0.454219913056177         0.537273959927305         0.489180691467243         0.461077682943957         0.593733335637683         0.570896869870498         0.506609954685927         0.454219913056177         0.537273959927305         0.631598262066274         0.728787575482098         0.706556408772535         0.62200464894764          0.627973102637323         0.633266102680463         0.638718522551605         0.603589275641499         0.608526610716311
740                       0.490464                  0.463204                  0.512447                  0.45656                   0.53461                   0.490464                  0.463204                  0.593682                  0.569976                  0.512447                  0.45656                   0.53461                   0.627238                  0.729366                  0.707876                  0.625037                  0.629688                  0.636065                  0.642156                  0.605352                  0.609752
745                       0.494785888419359         0.465779748069115         0.515585701960121         0.460564531035193         0.532199707946444         0.494785888419359         0.465779748069115         0.595401460843272         0.569683202151435         0.515585701960121         0.460564531035193         0.532199707946444         0.6231392358455           0.730605214132234         0.707033037692461         0.626884382398373         0.6315736403249           0.637816749713515         0.644783648789061         0.606349550127076         0.611413213994781
750                       0.500039                  0.468008                  0.516754                  0.465477                  0.529994113913644         0.500039                  0.468008                  0.597566                  0.569189                  0.516754                  0.465477                  0.529994113913644         0.619242526239079         0.731411                  0.704772                  0.627038                  0.632874                  0.638354                  0.646185                  0.606304                  0.612454
755                       0.503729879855322         0.469272824779585         0.516979862473589         0.469889587803051         0.527918212924021         0.503729879855322         0.469272824779585         0.59877132098923          0.567818071523763         0.516979862473589         0.469889587803051         0.527918212924021         0.615461303513119         0.730779817988965         0.70227381545762          0.625445071458869         0.632845086063077         0.637751523465479         0.646159757292151         0.605209398850197         0.611959908304565
760                       0.504512                  0.470229                  0.516418                  0.471645                  0.525897                  0.504512                  0.470229                  0.597724                  0.566467                  0.516418                  0.471645                  0.525897                  0.611709                  0.727796                  0.699817                  0.623449                  0.631589                  0.636618                  0.644612                  0.603623                  0.610509
765                       0.501930467159355         0.471616452812546         0.515151473145525         0.469100617752604         0.523872127516996         0.501930467159355         0.471616452812546         0.593673630199809         0.566052136753513         0.515151473145525         0.469100617752604         0.523872127516996         0.607919428895798         0.722054513911906         0.697377450477058         0.622325956766153         0.629493265422793         0.63551253142457          0.641703447042334         0.602165479472136         0.608825777786961
770                       0.49795                   0.473245                  0.51385                   0.463422                  0.521851877262403         0.49795                   0.473245                  0.587931                  0.565997                  0.51385                   0.463422                  0.521851877262403         0.604107926851365         0.715105                  0.694623                  0.621687                  0.627241                  0.634262                  0.638522                  0.601148                  0.606728
775                       0.49455637650726          0.474784488970231         0.513131869944312         0.456615941186534         0.519861188376609         0.49455637650726          0.474784488970231         0.582075533211533         0.565529006462185         0.513131869944312         0.456615941186534         0.519861188376609         0.60031021138125          0.708536251363412         0.691380132634148         0.620872726476519         0.62536272724575          0.632648475836241         0.636057579538512         0.600628683261259         0.604018355547593
780                       0.4914                    0.476275                  0.512823                  0.451246                  0.517925                  0.4914                    0.476275                  0.5767                    0.564584                  0.512823                  0.451246                  0.517925                  0.596562                  0.702139                  0.688418                  0.619807                  0.623483                  0.631007                  0.633982                  0.599963                  0.601346
785                       0.487859026811607         0.477820216306529         0.512538672077228         0.449252867501261         0.516061953860571         0.487859026811607         0.477820216306529         0.57201248695406          0.563354712397747         0.512538672077228         0.449252867501261         0.516061953860571         0.59289928294631          0.695452855634445         0.686422143986349         0.618599012327773         0.621221825594207         0.629755815230466         0.631826359803617         0.598592912482827         0.599378425022667
790                       0.484558                  0.479408                  0.511844                  0.449529                  0.514265502036743         0.484558                  0.479408                  0.567669                  0.562353                  0.511844                  0.449529                  0.514265502036743         0.589359141355461         0.688811                  0.684801                  0.617516                  0.619087                  0.629093                  0.629877                  0.597009                  0.59801
795                       0.482210641246314         0.481019270803653         0.510487066746778         0.450520713808422         0.512522799194544         0.482210641246314         0.481019270803653         0.563404393972229         0.561983518946829         0.510487066746778         0.450520713808422         0.512522799194544         0.585978929086881         0.682779326098807         0.682822166420457         0.616780599212391         0.617614220377424         0.629030263241897         0.628499231247022         0.595827666807434         0.596949694361741
800                       0.480641                  0.482723                  0.508998                  0.451938                  0.510821                  0.480641                  0.482723                  0.559821                  0.561903                  0.508998                  0.451938                  0.510821                  0.582796                  0.678061                  0.680467                  0.616279                  0.616563                  0.629054                  0.627619                  0.59512                   0.595938
805                       0.479528408203138         0.48455995047886          0.508084810935659         0.45382077726505          0.509149932040719         0.479528408203138         0.48455995047886          0.557443187157025         0.561689586814939         0.508084810935659         0.45382077726505          0.509149932040719         0.579828923693963         0.675003714970327         0.678017565331823         0.615876215822664         0.615560417896099         0.628658881801948         0.627026340208298         0.594769420287437         0.594810922530369
810                       0.478863                  0.48637                   0.508385                  0.456265                  0.507510114590623         0.478863                  0.48637                   0.555616                  0.561355                  0.508385                  0.456265                  0.507510114590623         0.577021132726792         0.672396                  0.676245                  0.615689                  0.61448                   0.627898                  0.626407                  0.594454                  0.593755
815                       0.478624475941135         0.487862802280906         0.509964439510586         0.459087677131377         0.505904739845216         0.478624475941135         0.487862802280906         0.55370748239967          0.561003008793417         0.509964439510586         0.459087677131377         0.505904739845216         0.574297275396225         0.669159939019884         0.675705447252251         0.616012787496953         0.613568358038179         0.627260459550311         0.625796282919788         0.59407415204282          0.593098740516782
820                       0.47844                   0.488428                  0.510673                  0.460934                  0.504337                  0.47844                   0.488428                  0.552357                  0.560672                  0.510673                  0.460934                  0.504337                  0.571582                  0.666311                  0.675606                  0.617606                  0.614318                  0.628421                  0.626732                  0.594625                  0.593388
825                       0.478054438032321         0.487812090397514         0.509249181021998         0.460875889209442         0.502809458601554         0.478054438032321         0.487812090397514         0.552102383244296         0.560375003011396         0.509249181021998         0.460875889209442         0.502809458601554         0.568819178527837         0.665134403950135         0.675220395659172         0.620918384189525         0.617815524951184         0.632505154996808         0.63038152811255          0.596924596541283         0.594998740402504
830                       0.478036                  0.487509                  0.510202                  0.460864                  0.501322164600764         0.478036                  0.487509                  0.551804                  0.560089                  0.510202                  0.460864                  0.501322164600764         0.566029577737372         0.665901                  0.675438                  0.624702                  0.622278                  0.637256                  0.634928                  0.599988                  0.59741
835                       0.478834646929579         0.488868211129038         0.517451586401421         0.462642266030857         0.499874538299592         0.478834646929579         0.488868211129038         0.550382609623147         0.559805479161001         0.517451586401421         0.462642266030857         0.499874538299592         0.56325318807822          0.668313570179574         0.677150595111062         0.627667175744949         0.625722042157086         0.640366170462457         0.638329604630011         0.602605336792048         0.599941422873204
840                       0.479604                  0.490914                  0.526792                  0.464249                  0.498466                  0.479604                  0.490914                  0.548678                  0.55961                   0.526792                  0.464249                  0.498466                  0.56053                   0.670817                  0.679644                  0.630055                  0.628232                  0.642709                  0.640629                  0.60447                   0.602172
845                       0.479528099249362         0.492449690086336         0.533222223372317         0.463572421667131         0.497094124178065         0.479528099249362         0.492449690086336         0.547651553263116         0.5595190803446           0.533222223372317         0.463572421667131         0.497094124178065         0.55789319031969          0.672049940331568         0.681950223896583         0.63230566283068          0.630253431420471         0.645487413153366         0.642366178367406         0.605611806290526         0.60380069310468
850                       0.479209                  0.49372                   0.536687                  0.461606                  0.495749102006321         0.479209                  0.49372                   0.546832                  0.559179                  0.536687                  0.461606                  0.495749102006321         0.555348681323723         0.672684                  0.683692                  0.634125                  0.631609                  0.648042                  0.643986                  0.606503                  0.604747
855                       0.479371206072972         0.495136278525619         0.538373024321841         0.459877227121745         0.494419278831417         0.479371206072972         0.495136278525619         0.545614302324391         0.558377949460601         0.538373024321841         0.459877227121745         0.494419278831417         0.552895581665894         0.673533043494153         0.684727884302608         0.635292172932332         0.63222535716103          0.64958017692408          0.645776556900364         0.607578938045849         0.605125679708075
860                       0.479811                  0.496335                  0.539489033700247         0.458944438568992         0.493093                  0.479811                  0.496335                  0.544291                  0.557842                  0.539489033700247         0.458944438568992         0.493093                  0.550533                  0.673947                  0.685269                  0.636614                  0.633068                  0.650639                  0.647494                  0.608685                  0.605612
865                       0.48019370145875          0.496955445811189         0.54124927622853          0.459123680731744         0.491763699125689         0.48019370145875          0.496955445811189         0.543249737439322         0.558182496812995         0.54124927622853          0.459123680731744         0.491763699125689         0.548259546868825         0.673310010691819         0.685611863892985         0.638820645439994         0.634996139935409         0.651946379150313         0.64893584403114          0.609622316526079         0.606781713063021
870                       0.480589                  0.497423                  0.544868                  0.460731                  0.490445162889974         0.480589                  0.497423                  0.542361                  0.558614                  0.544868                  0.460731                  0.490445162889974         0.546071840371107         0.672607                  0.686042                  0.641308                  0.637405                  0.653664                  0.650597                  0.610605                  0.608252
875                       0.48112673809203          0.498199688229627         0.550877217652251         0.463978435837133         0.489156266241317         0.48112673809203          0.498199688229627         0.54146987291832          0.558323313287418         0.550877217652251         0.463978435837133         0.489156266241317         0.543966000494569         0.67289628873857          0.686774410125451         0.643400120307692         0.639596083097333         0.655944431474669         0.653068191975076         0.611917670849838         0.609596093039843
880                       0.481773                  0.499108                  0.55708                   0.468662                  0.487915884128177         0.481773                  0.499108                  0.540837                  0.557783                  0.55708                   0.468662                  0.487915884128177         0.541938147226939         0.673929                  0.687753                  0.645468                  0.64196                   0.65947                   0.656626                  0.613714                  0.61117
885                       0.482473721173132         0.499910551270304         0.561385232374999         0.474788255740848         0.486742891499015         0.482473721173132         0.499910551270304         0.540664645887398         0.557556375037335         0.561385232374999         0.474788255740848         0.486742891499015         0.539984400555942         0.6752079593539           0.68883824560521          0.647743498329239         0.644703277675258         0.664288769951013         0.660912763068557         0.615842000074572         0.613176289777606
890                       0.483258                  0.50077                   0.564854                  0.483622                  0.485656163302292         0.483258                  0.50077                   0.540506                  0.557284                  0.564854                  0.483622                  0.485656163302292         0.538100880469303         0.67655                   0.689828                  0.648855                  0.646207                  0.667382                  0.663348                  0.617058                  0.614421
895                       0.484127377215444         0.501832481689156         0.568989602847752         0.495776041199474         0.484674574486467         0.484127377215444         0.501832481689156         0.539944543532089         0.556570561563244         0.568989602847752         0.495776041199474         0.484674574486467         0.536283706954747         0.677958748845828         0.690645732453709         0.648074886375352         0.645522431201634         0.666730738721281         0.662449130750699         0.616641703851876         0.614106997849732
900                       0.48489                   0.502778                  0.573912                  0.507997                  0.483817                  0.48489                   0.502778                  0.539334                  0.5558                    0.573912                  0.507997                  0.483817                  0.534529                  0.679871                  0.69178                   0.648855                  0.646207                  0.667382                  0.663348                  0.617058                  0.614421
905                       0.485412269965093         0.503315396973072         0.579324106233994         0.517373579461258         0.483090121911401         0.485412269965093         0.503315396973072         0.539022054984246         0.555365378709688         0.579324106233994         0.517373579461258         0.483090121911401         0.532830235256325         0.682548045262786         0.693666199579953         0.654398956169354         0.651655247518206         0.674233400163864         0.670876838928648         0.620693809517924         0.617600593823467
910                       0.485987                  0.503735                  0.584644                  0.526229                  0.482451850769369         0.485987                  0.503735                  0.538562                  0.554917                  0.584644                  0.526229                  0.482451850769369         0.531170311029134         0.685116                  0.695962                  0.662738                  0.660104                  0.684519                  0.682055                  0.626439                  0.623103
915                       0.486848917924183         0.504392680418556         0.589828347216274         0.537434515955497         0.481847904242652         0.486848917924183         0.504392680418556         0.537552611530928         0.554112798598003         0.589828347216274         0.537434515955497         0.481847904242652         0.529529481287376         0.687022445103027         0.698494969226477         0.671191163947232         0.668996828725544         0.694527285623262         0.692830263534708         0.632601183076428         0.6297455018564
920                       0.487574                  0.505325                  0.597273                  0.550819                  0.481224                  0.487574                  0.505325                  0.536569                  0.553384                  0.597273                  0.550819                  0.481224                  0.527888                  0.690136                  0.70255                   0.679401                  0.677762                  0.704428                  0.702677                  0.638656                  0.636566
925                       0.487781433338176         0.506381631352704         0.608906129900911         0.565437231716756         0.480536991312781         0.487781433338176         0.506381631352704         0.536172623892041         0.553146551898301         0.608906129900911         0.565437231716756         0.480536991312781         0.526230964394815         0.696265299325107         0.709193048514137         0.687824638041718         0.686552937579621         0.715062457343088         0.71211260693252          0.644655458176364         0.643069148750935
930                       0.487922                  0.506984                  0.622346                  0.58029                   0.479788273862854         0.487922                  0.506984                  0.535894                  0.552982                  0.622346                  0.58029                   0.479788273862854         0.524562844735068         0.704558                  0.717157                  0.697854                  0.696439                  0.726077                  0.7223                    0.651789                  0.650406
